user_id,videos_json,channel_title,thumbnail_link,view_count,subscriber_count,video_count
UCXV-AeVaLLnCxAa8kjhAQ8g,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""He's right. I solved 1000 Leetcode problems and now I am a master at using every language and API. Any interviewer can ask any question and I can immediately think of it, and it's _only_ because of those Leetcode problems I did.\n\n\n\n\nSaid no-one ever""}]",Indellable,https://yt3.ggpht.com/FdvocdZoPWXPUHhp54exzfEvmKEy3DPSyAJOXhPyYjbih1wI7tP6osXjkfdpqJz9GTQZRsCzptE=s88-c-k-c0x00ffffff-no-rj,48832,461,37
UCpGSAtKztg2z0oNmEh36YRA,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""Its the same as doing math in school eithout knowing your timetables \ud83e\udd26\n\nLeetcode easy problems = timetables.""}]",Hung Henry Müller (xXHotaroXx),https://yt3.ggpht.com/ytc/AIdro_n7iWzWHzvSG4U0eZ-ow6B_vOY0DqMxWAkAuJL-4OkYsXm8=s88-c-k-c0x00ffffff-no-rj,0,5,0
UChYA8MS6HmwY1x6cO5l3pQQ,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""These \""basic questions\"" tend to be the hardest. I wouldn't think of \""out-of-bounds-error\"", but what actually happens on OS and memory level. Then I get confused/overwhelmed and don't know how to answer xD""}]",Florian Kubiak,https://yt3.ggpht.com/ytc/AIdro_mVUkliaus-uBMYOS2l5d2lOc_1pLyPZ9sO5Z2iEBU=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCNl2Mzhaf-llPBqTKIaAqXw,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 4, ""comment"": ""He's right. Now I can solve backtracking problems and I'm like ...BRING IT ON I'M NO LONGER AFRAID. And, I recently faced an interview question where I derived a binary search  for the solution and frankly, when that bulb lit up, it really really feels like enlightenment""}]",Ankita Nallana,https://yt3.ggpht.com/ytc/AIdro_k3pZG3MowEaQJGaS4ND_qXkPywCcH3Q5WtJuHTKJNblBw=s88-c-k-c0x00ffffff-no-rj,390,12,2
UCbFrjkBvtbmCNpcn6_gJbOw,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""Is it possible to achieve such enlightement before 30?""}]",beer.,https://yt3.ggpht.com/f_KJziYWTMiMTqCJGyqoqMfUpD5foT3DdnMeI-Anut_I0Fu6r_NxZAz1SvAzVz7y6Xw3AdeI=s88-c-k-c0x00ffffff-no-rj,0,6,0
UCFUFr0QT7e4NWVo46wlFOtQ,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""Awesome video - love this!""}]",Mike Ravens,https://yt3.ggpht.com/ytc/AIdro_l7rpKqlKsSL_3TodfYxyJSelT26JdIWnEYqfpTJGcY-kw=s88-c-k-c0x00ffffff-no-rj,20,2,1
UCpq0istmv9AEU6E3vuKiMzA,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""Looking forward to enter the level of enlightment""}]",Pa Events,https://yt3.ggpht.com/ytc/AIdro_luA4t8KX-la2iY1R5R0FZgysABODmXLOFGzr247yE=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCWxGCDWiPV0DI1InKGt2_Hw,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""I like this advice. This bullshit about \""just understand the concepts you don't need to memorize\"" in just wrong for 99.999999% of people.""}]",Danny Peychev,https://yt3.ggpht.com/ytc/AIdro_nmC0t-KYqjrKzXmQoeMO1lMzL2v_orEVtFaE7VJf5AM60=s88-c-k-c0x00ffffff-no-rj,3660,6,8
UCA2HNcPcXuga_6u4ETSfXSg,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""Why did that end so abruptly""}]",Parul Shrivastava,https://yt3.ggpht.com/r_mZ8fs_FF0FeAl-iwCrg63XpkWfhV5ZOpgXCsjH9eiUnp_-UUT2GTnGGebvaZ6a1soGf25Gog=s88-c-k-c0x00ffffff-no-rj,0,0,0
UC_Cd2kl_knxqxeRzPaPaq0w,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 1, ""comment"": ""You are the best teacher, my man. I need this kind of explanation and guideline all along after watch a couple of adjusting the mindset videos, much love from Thailand \ud83c\uddf9\ud83c\udded""}]",Pallop Bunnak,https://yt3.ggpht.com/ytc/AIdro_kHsuvOvMtfAb8hrQQxk5fVnxyO5ormUdAmytBaizs=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCMJ_2oy9MNS7KW0xfQQtt_g,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""You are my hero!""}]",Devang Punatar,https://yt3.ggpht.com/ytc/AIdro_nj20D-zM6W2Czc_VFSjjgeObaD5DLZx-5nrDPXIGACB8pw=s88-c-k-c0x00ffffff-no-rj,36610,124,15
UCzJsAtsZbO98bVEDo1rlcyg,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""@NeetCodeIO I am planning to do the thing you said about repeating the basic stuff, but how do I find it's list? Should we do the Blind-75? Like should we get really really good at the blind 75 so that doing them would be like coding a for loop? And I agree with you because this is legit how brain works. I hope everyone realises this. Well, in medicine, everyone is different while common things are still common, but this is true. So, you said the Binary Search, Two Pointers, Depth First Search, and what else you said? I would like to know this list pleaseeeee.""}]",Sai Surisetti,https://yt3.ggpht.com/CwGOnEF-0vzFJd8EO7IgiBcJXaUTKUNVDISk9ziN5MP7Q7xvxvYShcRWEqB_Z5i0bhnGtzki1wk=s88-c-k-c0x00ffffff-no-rj,2639,4,5
UCAAJCfZcUb1yUW1h3nw4CSQ,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 0, ""comment"": ""Im still trying to figure out two sum""}]",David Valle,https://yt3.ggpht.com/ytc/AIdro_n8gXn2i7yUzeUY7qS3nK2mlMxmobuiCGiihEfaE2g=s88-c-k-c0x00ffffff-no-rj,129,1,3
UCbtsDM15PSRWKeEPc8geYhA,"[{""video_id"": ""VHZDxOmRthE"", ""like_count"": 1, ""comment"": ""It will be a slow process at first, because to have deep understanding of what every line of code does takes time, but as you learn those concepts and they start to become second nature, you will get faster and faster.""}]",Andrew Titus,https://yt3.ggpht.com/ytc/AIdro_mTC9fvj4NZSBg1R2dcz3qBaSZNGjgbYMwkFJkacg=s88-c-k-c0x00ffffff-no-rj,5,0,1
